hostelid,name,type,address1,address2,tel,homepage,checktime,petinfo,placeinfo,rating,review,theme,themenum,firstimage,latitude,longitude
401,유니호텔 제주 앤 풀빌라,4성급,제주 제주시 애월읍 애월해안로 656,구엄리 1216,0507-1473-5010,https://unihotel.co.kr/,체크인 15:00 체크아웃 11:00,,,4.47,3178,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210204_96%2F1612420714097K78Pw_JPEG%2FKakaoTalk_20210204_152051435.jpg,33.4796211740418,126.373205411458
402,브라운 스위트 제주 호텔앤리조트,4성급,제주 서귀포시 성산읍 고성오조로 94,고성리 1201,064-786-6200,http://brownsuitesjeju.com/,체크인 15:00 체크아웃 11:00,,,4.16,1520,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171220_135%2F15137429219827YUjV_JPEG%2FoxhBRGc_ufTDs8YJ17A9kq1i.jpg,33.453472166403,126.414443775801
403,디아넥스호텔,3성급,제주 서귀포시 안덕면 산록남로762번길 71,상천리 380-7,0507-1329-6005,https://theannex.thepinx.co.kr/,체크인 15:00 체크아웃 11:00,,,4.51,892,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190710_200%2F15627201430483WIWg_JPEG%2FCIydKGxs21hUOS5Ur9-Km6kB.jpg,33.303272328359,126.392115908193
404,"헤이, 서귀포",3성급,제주 서귀포시 태평로 363 헤이 서귀포,서귀동 820-1,064-763-0024,미제공,체크인 15:00 체크아웃 11:00,,,4.33,1171,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230318_285%2F16791005202001yk36_JPEG%2F5e1bf2126e4a25.81545467.jpg,33.2462338920515,126.560306333888
405,휘닉스 제주,"콘도,리조트",제주 서귀포시 성산읍 섭지코지로 107,고성리 127-2,02-1577-0069,phoenixhnr.co.kr/page,체크인 14:00 체크아웃 11:00,,,4.27,3502,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230921_257%2F1695282905106eco6y_JPEG%2F980X800.jpg,33.4300893301405,126.927299730861
406,탐라스테이호텔,4성급,제주 제주시 애월읍 애월해안로 881,하귀2리 2732,064-742-8848,http://tamnastay.com/,체크인 15:00 체크아웃 11:00,,,4.29,1188,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150918_63%2F1442551396773v0XSX_JPEG%2F166865518638488_0.jpeg,33.4869588776622,126.39123062109
407,봄 그리고 가을리조트,3성급,제주 서귀포시 성산읍 해맞이해안로 2660 시흥근생및주택,시흥리 208,064-784-2211,http://www.springnautumn.com,체크인 15:00 체크아웃 11:00,,,4.36,2665,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230704_234%2F1688448391494z4G42_JPEG%2F%25C6%25C4%25B6%25F3%25BC%25D6.jpg,33.4738942045257,126.910875194597
408,제주 빠레브호텔,4성급,제주 서귀포시 김정문화로 15,강정동 173,0507-1374-8905,http://www.barevehotel.com/,체크인 15:00 체크아웃 11:00,,,4.45,868,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200814_141%2F15973687980310nGzv_JPEG%2F%25C0%25FC%25B0%25E62.jpg,33.2524872356612,126.506659168631
409,팜파스호텔 제주,호텔,제주 제주시 서해안로 368-3 팜파스호텔제주,용담삼동 2555,064-798-9000,http://www.pampasresort.co.kr/index.html,체크인 15:00 체크아웃 11:00,,,4.27,509,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_5%2F1687155406255Mtn7E_PNG%2F20230619_151311.png,33.5115790001918,126.484758494476
410,글로스터호텔 제주,4성급,제주 제주시 삼무로 57,연동 281-22,064-747-1100,http://www.gloucesterhotel.co.kr,체크인 15:00 체크아웃 11:00,,,4.46,812,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_111%2F1615541690552h4Fqb_JPEG%2FNol8Bl7zHRZcI1uqK5vj1hsz.jpg,33.4900786373109,126.492434718626
411,코업시티호텔 성산,4성급,제주 서귀포시 성산읍 성산등용로 28,성산리 250,064-780-9800,http://www.coopcityhotel-seongsan.co.kr/,체크인 15:00 체크아웃 11:00,,,4.24,1465,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220208_67%2F1644284134593U9TrL_JPEG%2FDSC07975_%25BC%25F6%25C1%25A4.jpg,34.8627662816487,126.683012280454
412,호텔 서귀피안,호텔,제주 서귀포시 보목로64번길 178 호텔 서귀피안,보목동 1453,0507-1311-8320,https://hotelseogwipean.com/,미제공,,,4.54,2250,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190818_29%2F1566113466940dee0u_JPEG%2Fjs4.jpg,33.2444347067328,126.590664595572
413,에벤에셀호텔,호텔,제주 제주시 조천읍 조함해안로 504 에벤에셀호텔,함덕리 1269-19,064-805-0110,미제공,미제공,,,4.18,845,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230127_263%2F1674805410086gkLIl_JPEG%2F%25BF%25A1%25BA%25A5_%25C0%25FC%25B0%25E61.JPG,33.5423426080187,126.666874047932
414,세인트 비치 호텔,호텔,제주 제주시 조천읍 조함해안로 504,함덕리 1269-19,0507-1432-2301,http://www.saintbeachhotel.com,체크인 15:00 체크아웃 11:00,,,3.54,256,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221227_28%2F1672096336789uMR7T_JPEG%2F%25C8%25A3%25C5%25DA%25BF%25DC%25B0%25FC.jpg,33.5423426080187,126.666874047932
415,호텔골든데이지 서귀포오션,4성급,제주 서귀포시 동홍로 7,서귀동 255-1,064-802-7700,http://www.hotelgoldendaisy.co.kr,체크인 15:00 체크아웃 11:00,,,4.25,1817,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210112_159%2F1610433621288CKYkr_JPEG%2F%25BE%25DF%25B0%25E6_05_.jpg,33.2493808306778,126.567447849341
416,이스턴호텔제주,4성급,제주 서귀포시 서호중로 65 이스턴호텔제주,서호동 1522-2,064-735-4100,http://easternhoteljeju.co.kr,체크인 15:00 체크아웃 12:00,,,4.48,406,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220602_218%2F1654142748668PTuQm_JPEG%2F1001_test.jpg,33.2543667693135,126.520069473443
417,호텔샬롬제주,4성급,제주 제주시 동광로 34,이도2동 1174-1,064-720-7704,http://hotelshalom.co.kr/,체크인 15:00 체크아웃 11:00,,,4.22,687,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170309_253%2F1489044048846xmVuD_JPEG%2F186259565068737_0.jpeg,33.5019715327085,126.532631231673
418,소노캄 제주,"콘도,리조트",제주 서귀포시 표선면 일주동로 6347-17,토산리 17,02-1588-4888,미제공,체크인 15:00 체크아웃 11:00,,,4.38,3609,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_166%2F1614647376014LdXrQ_JPEG%2FXIycSV3U-XqHyzxjufSNqQ_l.jpg,33.305036988017,126.791901232879
419,소노캄제주 수농제주지점,"콘도,리조트",제주 서귀포시 표선면 일주동로 6347-17 (토산리),토산리 17,064-780-7575,미제공,미제공,,,4.42,22,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA1MTRfMjg3%2FMDAxNjg0MDQ2NzQ5MDI4.jgRQzCfBK1fvS0pssekrcvzZwGoumZTGJPKVmRKAosEg.gmFEebABf2uRFNsY5cBVUmy7FqALBAk1vKu-C6cCZcgg.JPEG.ab21895%2FIMG_0102.jpeg,33.305036988017,126.791901232879
420,디아일랜드블루호텔,4성급,제주 서귀포시 태평로431번길 3,서귀동 544-2,064-762-6532,http://www.theislandblue.co.kr,체크인 15:00 체크아웃 11:00,,,4.27,1245,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200706_271%2F1594018493215yApGs_JPEG%2FS1CXfhjLG7PJBFB8aurGxRHm.jpg,33.245876623302,126.565812111382
421,라마다 제주함덕호텔,4성급,제주 제주시 조천읍 신북로 470,함덕리 3066-2,064-793-5500,http://jejuhdramada.com/index.php,체크인 15:00 체크아웃 11:00,,,4.17,1059,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200513_211%2F15893626292392kNuO_JPEG%2F74YQescGiZEC6iyx7QzSJWDF.jpg,33.5434843340239,126.660416379453
422,코업시티호텔 하버뷰,호텔,제주 서귀포시 남원읍 태위로 108,위미리 2895,064-731-9988,https://blog.naver.com/coopcity_harborview,미제공,,,4.41,1002,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190408_230%2F1554714123880lwclC_PNG%2FcyPCJD7QZQSmslKUjXY8sCxF.png,33.2745070221736,126.659116703658
423,코델리아S호텔,3성급,제주 서귀포시 성산읍 일주동로 4186 코델리아S호텔,오조리 990-1,0507-1334-0067,http://cordeliashotel.com,체크인 15:00 체크아웃 11:00,,,0.0,440,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230920_162%2F1695198066386JXTHs_JPEG%2F_DSC7378.JPG,33.4549646593079,126.910139165329
424,스탠포드호텔앤리조트 제주,호텔,제주 제주시 애월읍 애월해안로 406,고내리 71,064-799-6020,http://www.stanfordjeju.com/,체크인 15:00 체크아웃 11:00,,,0.0,270,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_266%2F1654301765362SMPAX_PNG%2F20220604_091549.png,33.4713620976084,126.352576892807
425,씨에스호텔앤리조트,5성급,제주 서귀포시 중문관광로 198,중문동 2563-1,0507-1472-3024,http://www.seaes.co.kr/,체크인 15:00 체크아웃 11:00,,,4.43,1525,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210214_219%2F1613272549893kPxsd_JPEG%2F1.jpg,33.2425262560668,126.420878089828
426,오션스위츠 제주호텔,4성급,제주 제주시 탑동해안로 74,삼도이동 1260-1,064-720-6000,http://www.oceansuites.kr/,체크인 15:00 체크아웃 12:00,,,4.3,1670,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220617_131%2F1655426572158m3qhn_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF%25A1%25DA%25B8%25DE%25C0%25CE%25BB%25E7%25C1%25F8_%25C1%25A4%25B8%25E9_1.jpg,33.5182749069172,126.523330649249
427,함덕비치스테이제주,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-782-5660,https://be4.wingsbooking.com/JEJUBEACH1111,미제공,,,0.0,137,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221021_231%2F1666328017535haBxy_JPEG%2F%25BF%25DC%25B0%25FC_%25287%2529.jpg,33.543355149318,126.663525840972
428,아이미제주비치호텔,3성급,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0000,https://jejubeach.wixsite.com/jejubeach,체크인 15:00 체크아웃 11:00,,,3.9,665,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171222_83%2F1513903705132MMJhX_JPEG%2FhxWUhXF4bsL2qAGeoPbzIwfi.jpg,33.543355149318,126.663525840972
429,제주비치호텔W,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0051,미제공,미제공,,,0.0,44,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_292%2F1629254792452IG1qH_JPEG%2FZ6ogKzwLZOX4BFyhqsAkSJWc.jpg,33.543355149318,126.663525840972
430,에이바호텔제주,호텔,제주 제주시 조천읍 조함해안로 474 THEAVAJEJU,함덕리 1010,064-784-9800,미제공,체크인 15:00 체크아웃 11:00,,,0.0,42,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230612_133%2F1686559155061LLqvT_JPEG%2F1%25B9%25F8.jpg,33.543355149318,126.663525840972
431,베니키아호텔제주,3성급,제주 제주시 애월읍 애월해안로 554-6,신엄리 2736-1,064-799-9977,http://www.jejubenikea.com/,체크인 15:00 체크아웃 11:00,,,3.88,396,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_49%2F1657254924873baJmd_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF%25BE%25DF%25B0%25E6%2528%25BA%25A3%25B4%25CF%25C5%25B0%25BE%25C6%25BC%25F6%25BF%25B5%25C0%25E5%2529-5.jpg,33.4777415575671,126.36240759002
432,핀크스포도호텔,호텔,제주 서귀포시 안덕면 산록남로 863,상천리 산62-3,064-793-7000,https://podo.thepinx.co.kr/,체크인 15:00 체크아웃 11:00,,,4.57,1593,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170707_233%2F14993919747288TtV6_JPEG%2F186657507626011_0.jpeg,33.3157648004815,126.387327052102
433,신신호텔 제주월드컵,4성급,제주 서귀포시 서호중로 55,서호동 1524-7,0507-1447-8000,http://www.shinshinhotelworldcup.com,체크인 15:00 체크아웃 11:00,,,0.0,204,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220119_154%2F1642568569991yrgr5_JPEG%2Fexternal2.jpg,33.2545038552127,126.519285767898
434,제주 항공우주 호텔,4성급,제주 서귀포시 안덕면 녹차분재로 216 제주 항공우주 호텔,서광리 산41,064-798-5500,http://www.aerospacehoteljeju.com,체크인 15:00 체크아웃 11:00,,,4.14,656,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190214_271%2F1550105123583c0PUM_JPEG%2F%25C0%25FC%25B0%25E61.jpg,33.3020764223118,126.295015258779
435,스타즈호텔 제주로베로,3성급,제주 제주시 관덕로 26,삼도2동 57-2,064-757-7111,http://stazhoteljejurobero.com/,체크인 15:00 체크아웃 11:00,,,4.15,696,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180518_298%2F1526600716654e5wGk_JPEG%2F1477901268_in1.jpg,33.5128713468846,126.521957635752
436,스위트오션 스위트메이서귀포호텔,4성급,제주 서귀포시 김정문화로27번길 9-1 스위트오션 스위트메이서귀포호텔,강정동 173-3,0507-1347-5757,http://www.sweetmayhotel.kr,체크인 15:00 체크아웃 11:00,,,4.4,573,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191017_190%2F1571289461401m6M53_JPEG%2F8.jpg,33.2525157052154,126.507586386413
437,리치호텔,3성급,제주 제주시 애월읍 고내로13길 100,고내리 332-1,064-799-1991,http://www.richhotel.net/,체크인 15:00 체크아웃 11:00,,,4.17,594,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180411_178%2F1523421105481zsuJa_JPEG%2FD2InyKXcmnAKWMQHxkxzYmKO.JPG.jpg,33.4721861859267,126.349038179935
438,비스타케이 호텔 월드컵,4성급,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,0507-1481-7002,http://www.vistacayworldcup.com/,체크인 15:00 체크아웃 11:00,,,4.29,773,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210604_278%2F1622786649279f4JiA_JPEG%2FAHN_2109.jpg,33.2519539485645,126.509812139273
439,제주 비스타호텔 월드컵,모텔,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,02-3463-9060,미제공,미제공,,,0.0,7,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MTBfMjM0%2FMDAxNjkxNjUxNDkxMzA2.K7aDC6uCtRxz0aroPvp4JJtV5zOONtGBPZctjNo-Vc0g.Y96UPfyynLV4wTpvWUfTvwJjuqF6IVrgYyxpV1bHnpIg.JPEG.mhk9707%2F20230810%25A3%25DF105835.jpg,33.2519539485645,126.509812139273
440,파크선샤인 제주,3성급,제주 서귀포시 남성중로 135,서홍동 637,064-766-1000,http://www.hotelsunshine.co.kr/jeju,체크인 14:00 체크아웃 11:00,,,4.64,1633,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_40%2F1595231822703vY8qB_JPEG%2F%25C6%25C4%25C5%25A9%25BC%25B1%25BB%25FE%25C0%25CE%2528%25BF%25C3%25BC%25A6%25C6%25F7%25C5%25E4%2529-05-_ASP4972-Edit.jpg,33.2435827759976,126.553559389516
441,엠버 퓨어힐 호텔 & 리조트,5성급,제주 제주시 1100로 2671-30,노형동 산13,064-801-3333,https://amberpurehill.com,체크인 15:00 체크아웃 11:00,,,0.0,276,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230901_31%2F1693542056826KbocC_JPEG%2FDJI_0115.jpg,33.4253914636813,126.487008503473
442,서귀포JS호텔,4성급,제주 서귀포시 김정문화로 51,법환동 745-5,064-802-3000,http://www.seogwipojshotel.com/,체크인 14:00 체크아웃 12:00,,,4.35,1405,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_239%2F1688524302477fYdF8_JPEG%2Fjs.jpg,33.2514319995243,126.510316402271
443,담모라 호텔앤 리조트,3성급,제주 서귀포시 안덕면 일주서로 1975-11,사계리 734,064-792-6678,http://www.dammora.com/,체크인 15:00 체크아웃 11:00,,,4.17,504,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210418_224%2F1618706749243wFunF_JPEG%2FKakaoTalk_20210418_092907191.jpg,33.2497396307372,126.306097135457
444,벤티모 호텔 앤 레지던스 제주,4성급,제주 제주시 연삼로 14,연동 290-3,0507-1439-2295,http://www.ventimohotels.com,체크인 15:00 체크아웃 11:00,,,4.82,746,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210127_26%2F1611714129948NtR7M_JPEG%2F%25C0%25A5%25BF%25EB%25B5%25F0%25B7%25B0%25BD%25BA_%25C6%25D0%25B9%25D0%25B8%25AE%25C6%25AE%25C0%25A9_%25BF%25C0%25BC%25C7%25C7%25C1%25B7%25D0%25C6%25AE%25BA%25E4_1.jpg,33.4934585490261,126.493763203518
445,까사로마호텔,3성급,제주 서귀포시 태평로 347,서귀동 314-2,064-733-2121,http://www.casalomahotel.com,체크인 15:00 체크아웃 11:00,,,4.49,509,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_44%2F15656715146565KSdg_JPEG%2F0GcDRB_GjpPRcSV8OWB6Lc-O.jpg,33.2467353682826,126.558674092701
446,신신호텔 천지연,4성급,제주 서귀포시 서문로 42-1,서귀동 325-1,064-735-9000,http://jejushinshinhotel.com,체크인 15:00 체크아웃 11:00,,,4.21,621,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200830_39%2F15987657260444Je9t_JPEG%2FywPB7QfgXVEzdyT13IDfB4IQ.jpg,33.2494983909101,126.557576295524
447,제주 샹그릴라 호텔 앤 리조트,호텔,제주 제주시 해안마을북길 14-6,해안동 2101-3,064-743-8098,https://www.seanhotelgroup.com/hotels/jejusg/ko,미제공,,,0.0,139,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220814_21%2F1660407307879Iz2kS_JPEG%2F%25BC%25F6%25BF%25B5%25C0%25E5%25282%2529_1920.jpg,33.4635815765247,126.453777412324
448,소노벨 제주,"콘도,리조트",제주 제주시 조천읍 신북로 577 대명리조트제주휴양콘도미니엄,함덕리 274,1588-4888,미제공,체크인 15:00 체크아웃 11:00,,,4.26,3856,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201126_140%2F1606346043173KNMIq_JPEG%2FGJigg8We5faCtY-vf4GL6qJ5.JPG.jpg,33.5411205909312,126.6718380816
